省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/9 4:00,Ⅱ,11.04,7.5,10.183,2.03,0.12,0.0718,2.55,328.7,21.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/9 8:00,Ⅱ,11.08,7.5,10.149,2.03,0.12,0.0718,2.55,328.6,21.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/9 12:00,Ⅱ,11.13,7.48,10.121,2.019,0.13,0.0691,2.654,329,18.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/9 16:00,Ⅱ,11.11,7.49,10.163,2.108,0.12,0.0747,2.64,325.7,18
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/9 20:00,Ⅱ,11.17,7.46,10.091,1.969,0.12,0.0337,2.71,324.5,16.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 0:00,Ⅱ,11.18,7.45,10.063,2.052,0.12,0.0624,2.156,323.6,15.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 4:00,Ⅱ,11.26,7.45,10.031,1.703,0.12,0.0323,2.175,317.7,15.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 8:00,Ⅱ,11.37,7.47,9.975,1.83,0.13,0.0347,2.229,315.5,16
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 12:00,Ⅱ,11.41,7.46,9.911,2.119,0.12,0.0608,2.727,314.7,15.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 16:00,Ⅱ,11.47,7.45,9.91,1.808,0.12,0.0575,2.421,310.8,15.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/10 20:00,Ⅱ,11.39,7.44,9.985,1.769,0.11,0.0539,2.011,308.4,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 0:00,Ⅱ,11.4,7.44,9.936,1.769,0.11,0.0539,2.011,306.2,13.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 4:00,Ⅱ,11.6,7.45,9.811,1.919,0.11,0.0563,2.215,303.1,14.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 8:00,Ⅱ,11.59,7.43,9.842,1.814,0.12,0.0287,1.989,300,14.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 12:00,Ⅱ,11.57,7.43,9.854,1.891,0.11,0.0325,2.291,298.6,14.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 16:00,Ⅱ,11.65,7.44,9.835,1.83,0.12,0.0516,2.019,297,14.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/11 20:00,Ⅰ,11.59,7.44,9.906,1.669,0.11,0.0141,1.932,296.3,13.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 0:00,Ⅰ,10.77,7.46,10.545,1.786,0.12,0.0211,1.713,309,15.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 4:00,Ⅰ,10.68,7.45,10.5,1.786,0.12,0.0058,1.684,312.1,14.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 8:00,Ⅰ,10.68,7.46,10.48,1.397,0.14,0.016,1.681,312.1,14.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 12:00,Ⅰ,10.78,7.45,10.433,1.392,0.14,0.0073,1.843,312,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 16:00,Ⅱ,10.82,7.44,10.445,1.364,0.12,0.0225,2.071,312.7,13.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/12 20:00,Ⅱ,10.9,7.44,10.351,1.897,0.12,0.0267,1.914,312.4,13.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 0:00,Ⅱ,10.98,7.44,10.319,1.309,0.12,0.0112,1.9,307.5,12
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 4:00,Ⅰ,11.03,7.43,10.303,1.331,0.12,0.0067,1.807,310.1,12.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 8:00,Ⅰ,11.07,7.48,10.239,1.414,0.14,0.005,1.699,306.9,12
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 12:00,Ⅰ,11.12,7.42,10.224,1.131,0.14,0.0186,2.485,303.9,12
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 16:00,Ⅳ,11.18,7.44,10.207,6.22,0.14,0.0133,1.672,298.1,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/13 20:00,Ⅳ,11.16,7.44,10.243,6.22,0.13,0.0159,2.544,298.9,11.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/14 0:00,Ⅳ,11.15,7.42,10.182,6.22,0.13,0.0135,1.222,296.4,11.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/14 4:00,Ⅳ,11.24,7.42,10.132,6.22,0.13,0.0166,1.533,292.1,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/14 16:00,Ⅰ,11.28,7.4,10.114,1.364,0.11,0.0198,1.673,283.4,11
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/14 20:00,Ⅱ,11.26,7.41,10.106,0.987,0.11,0.0258,1.269,283.7,11.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 0:00,Ⅱ,11.25,7.45,10.101,0.915,0.12,0.0098,1.33,283,11.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 4:00,Ⅱ,11.4,7.4,10.013,0.915,0.12,0.0258,1.09,276.9,10.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 8:00,Ⅰ,11.41,7.4,10.028,1.342,0.12,0.0151,1.379,275.4,10.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 12:00,Ⅰ,11.42,7.39,10.033,1.459,0.12,0.0068,1.321,275.6,11.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 16:00,Ⅰ,11.22,7.46,10.072,0.909,0.12,0.005,1.561,282.9,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/15 20:00,Ⅰ,11.43,7.4,10.027,1.07,0.11,0.0089,1.426,273.9,10.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 0:00,Ⅰ,11.41,7.37,10.049,1.003,0.11,0.0067,1.529,276,10.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 4:00,Ⅰ,11.6,7.41,9.982,0.987,0.11,0.0101,1.424,268,11
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 8:00,Ⅰ,11.57,7.36,9.987,0.959,0.12,0.012,1.693,268.3,10.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 12:00,Ⅲ,11.52,7.38,10.094,1.397,0.11,0.1391,2.113,274.9,12.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 16:00,Ⅰ,11,7.38,10.086,1.608,0.12,0.0152,1.943,308.1,13.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/16 20:00,Ⅱ,11.62,7.37,9.992,1.425,0.12,0.0302,1.701,273.7,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 0:00,Ⅰ,11.5,7.39,10.032,1.57,0.12,0.0164,1.826,277.8,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 4:00,Ⅱ,11.75,7.36,9.911,1.392,0.12,0.0268,1.777,262.7,10.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 8:00,Ⅱ,11.78,7.42,9.916,0.82,0.11,0.03,1.686,259.4,10.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 12:00,Ⅱ,11.54,7.36,10.038,1.048,0.14,0.0521,1.744,277.7,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 16:00,Ⅱ,11.04,7.43,10.162,1.048,0.14,0.0521,1.744,314,12.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/17 20:00,Ⅱ,10.79,7.47,10.301,1.286,0.13,0.0538,1.881,324.4,15.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 0:00,Ⅱ,10.74,7.41,10.355,1.286,0.13,0.0538,1.881,328.4,15.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 4:00,Ⅰ,10.74,7.37,10.313,1.386,0.14,0.0126,1.956,329.8,15.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 8:00,Ⅰ,10.77,7.3,10.257,1.57,0.15,0.0142,1.833,329.7,14.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 12:00,Ⅱ,10.85,7.31,10.239,1.314,0.13,0.055,2.143,330,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 16:00,Ⅱ,10.95,7.32,10.219,1.314,0.19,0.027,2.154,327.2,14.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/18 20:00,Ⅱ,10.99,7.32,10.248,1.148,0.19,0.0334,2.315,329,14.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 0:00,Ⅱ,11.03,7.32,10.263,1.148,0.19,0.0334,2.315,326.5,15.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 4:00,Ⅱ,11.02,7.33,10.217,1.264,0.2,0.0234,1.915,325.8,14.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 8:00,Ⅱ,11.04,7.33,10.168,1.397,0.22,0.0278,1.935,323.3,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 12:00,Ⅱ,11.13,7.33,10.182,1.17,0.2,0.0326,1.848,319,13.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 16:00,Ⅱ,11.21,7.33,10.202,1.57,0.19,0.0334,2.253,317.8,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/19 20:00,Ⅱ,11.29,7.33,10.252,1.414,0.2,0.0547,2.12,321.5,17.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 0:00,Ⅱ,11.28,7.33,10.273,1.414,0.2,0.0547,2.12,318.7,15.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 4:00,Ⅱ,11.35,7.31,10.142,1.281,0.2,0.0318,1.919,312,13.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 8:00,Ⅱ,11.22,7.35,10.185,1.397,0.22,0.0298,1.889,321.1,14.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 12:00,Ⅱ,11.33,7.31,10.143,1.381,0.18,0.018,1.765,310.5,14.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 16:00,Ⅱ,11.43,7.31,10.171,1.07,0.22,0.0196,2.382,303.8,13.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/20 20:00,Ⅱ,11.18,7.36,10.38,1.336,0.25,0.0272,2.159,318.3,16.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/21 4:00,Ⅱ,11.46,7.32,10.144,1.059,0.27,0.0139,1.664,299,13.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/21 8:00,Ⅱ,11.24,7.34,10.28,0.826,0.32,0.0208,1.827,311,14.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/21 12:00,Ⅱ,11.38,7.35,10.3,1.059,0.2,0.0233,2.34,302.6,14.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/21 16:00,Ⅱ,11.58,7.29,10.112,0.948,0.24,0.0215,1.825,292.2,12.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/21 20:00,Ⅱ,11.18,7.37,10.528,1.231,0.26,0.013,2.184,312.9,16.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 0:00,Ⅱ,11.32,7.35,10.402,1.231,0.26,0.013,2.184,304.4,17.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 4:00,Ⅱ,11.6,7.3,10.136,0.992,0.24,0.0179,1.506,291.4,14.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 8:00,Ⅱ,11.35,7.33,10.316,1.126,0.28,0.0221,2.084,302.8,14.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 12:00,Ⅱ,11.55,7.31,10.232,0.87,0.21,0.0322,1.881,293.2,13.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 16:00,Ⅱ,11.63,7.32,10.262,1.103,0.23,0.0144,1.656,288.4,13.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/22 20:00,Ⅱ,11.23,7.36,10.303,1.181,0.26,0.0519,2.283,308.1,19.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 0:00,Ⅱ,11.49,7.35,10.318,1.181,0.26,0.0519,2.283,293.5,15.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 4:00,Ⅱ,11.71,7.32,10.122,0.731,0.24,0.0313,1.826,284.5,13.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 8:00,Ⅱ,11.44,7.37,10.342,0.981,0.24,0.0325,1.861,290.6,14.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 12:00,Ⅱ,11.65,7.32,10.185,1.103,0.24,0.0324,1.778,286.9,13.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 16:00,Ⅱ,11.68,7.34,10.226,1.103,0.25,0.0257,1.905,280.9,13.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/23 20:00,Ⅱ,11.38,7.36,10.27,1.281,0.28,0.0555,1.642,293,18.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 0:00,Ⅱ,11.56,7.35,10.3,1.281,0.28,0.0555,1.642,283.4,14.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 4:00,Ⅱ,11.59,7.36,10.272,0.82,0.26,0.0278,1.998,280,14.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 8:00,Ⅱ,11.62,7.34,10.345,1.364,0.34,0.0324,1.773,273.7,13.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 12:00,Ⅱ,11.71,7.32,10.159,0.487,0.31,0.0552,1.992,273.9,13.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 16:00,Ⅱ,11.56,7.35,10.377,0.557,0.2,0.0288,2.094,269.3,13.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/24 20:00,Ⅱ,11.63,7.34,10.296,1.042,0.07,0.0219,2.015,266.8,12.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 0:00,Ⅱ,11.6,7.35,10.277,0.973,0.05,0.0341,1.79,267.1,11.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 4:00,Ⅱ,11.74,7.34,10.173,0.865,0.05,0.023,1.636,265.3,11.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 8:00,Ⅱ,11.72,7.33,10.135,0.899,0.06,0.0317,1.808,264.3,11.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 12:00,Ⅱ,11.75,7.32,10.116,0.825,0.05,0.0328,1.804,262.5,12
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 16:00,Ⅱ,11.76,7.31,10.103,0.922,0.05,0.0316,1.832,262.4,12.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/25 20:00,Ⅰ,11.65,7.31,10.182,0.979,0.05,0.0177,1.442,255.8,11.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 0:00,Ⅱ,11.84,7.29,10.075,0.956,0.05,0.0237,1.77,257.5,11.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 4:00,Ⅱ,11.72,7.3,10.079,0.888,0.05,0.0244,1.808,260,12.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 8:00,Ⅱ,11.88,7.29,10.023,0.865,0.06,0.0314,1.802,255.2,11.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 12:00,Ⅰ,11.78,7.31,10.05,0.689,0.05,0.0183,1.636,253.9,11.7
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 16:00,Ⅱ,11.9,7.28,9.997,1.087,0.05,0.0272,1.827,252.5,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/26 20:00,Ⅰ,11.74,7.27,10.014,0.854,0.05,0.0158,0.151,258.6,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/27 0:00,Ⅱ,11.66,7.27,10.013,0.939,0.06,0.0584,2.033,256.8,11.6
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/27 4:00,Ⅰ,11.97,7.27,9.975,0.791,0.06,0.017,1.534,246.7,11.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/27 8:00,Ⅰ,11.87,7.28,9.932,0.791,0.06,0.017,1.534,255.3,11.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/27 12:00,Ⅱ,11.77,7.27,9.929,0.888,0.05,0.0326,1.569,257,11.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/27 16:00,Ⅱ,11.95,7.27,9.931,0.786,0.05,0.0249,1.979,245.6,11.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 0:00,Ⅱ,11.69,7.26,9.899,1.047,0.06,0.0241,1.732,252.9,11.5
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 4:00,Ⅰ,11.82,7.25,9.879,0.768,0.06,0.0192,1.613,247.4,10.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 8:00,Ⅱ,11.71,7.24,9.872,0.962,0.06,0.0329,2.023,250.5,11.4
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 12:00,Ⅱ,11.64,7.25,9.935,0.888,0.05,0.0294,1.775,246.7,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 16:00,Ⅱ,11.84,7.26,9.855,0.888,0.05,0.0294,1.775,243,10.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/28 20:00,Ⅱ,11.51,7.25,9.931,0.99,0.07,0.0247,2.012,251.5,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 0:00,Ⅱ,11.32,7.23,9.917,0.99,0.07,0.0247,2.012,256.1,12
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 4:00,Ⅰ,11.51,7.23,9.839,0.757,0.07,0.0182,1.612,248.8,11.8
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 8:00,Ⅱ,11.45,7.24,9.95,0.763,0.09,0.0215,1.699,241.8,11.2
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 12:00,Ⅱ,11.46,7.25,9.951,0.763,0.09,0.0215,1.699,240.4,11.3
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 16:00,Ⅱ,11.22,7.23,9.977,0.763,0.09,0.0215,1.699,244.8,11.9
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/29 20:00,Ⅱ,10.99,7.21,9.941,0.763,0.09,0.0215,1.699,254.3,13.1
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2022/1/30 0:00,Ⅱ,10.95,7.21,10.035,0.877,0.08,0.0295,1.994,246.4,12.9
